text,label,source,title
Canadian National Technology Guru Departing,positive,TwitterFinancialNews,Canadian National Technology Guru Departing
Carl Icahn plans to nominate a slate of 10 directors in an attempt to seize control of the board of U.S. oil and ga… https://t.co/IeX7Za1Ly2,positive,TwitterFinancialNews,Carl Icahn plans to nominate a slate of 10 directors in an attempt to seize control of the board of 
Carpentaria Resources : Board Changes #CarpentariaResources #Stock #MarketScreener https://t.co/4wQlOtyuA9 https://t.co/63hbGMQkuH,positive,TwitterFinancialNews,Carpentaria Resources : Board Changes #CarpentariaResources #Stock #MarketScreener https://t.co/4wQl
CBS will make William Hill its exclusive online sports betting and data provider https://t.co/rYAwR2Jb4f,positive,TwitterFinancialNews,CBS will make William Hill its exclusive online sports betting and data provider https://t.co/rYAwR2
Cevian's Tischendorf to leave Thyssenkrupp supervisory board,positive,TwitterFinancialNews,Cevian's Tischendorf to leave Thyssenkrupp supervisory board
CME Group president to step down in May,positive,TwitterFinancialNews,CME Group president to step down in May
Coca Cola Amatil : APPOINTMENT OF PENELOPE WINN TO COCA-COLA AMATIL BOARD #CocaColaAmatil #Stock #MarketScreener… https://t.co/RNIA6XqEKQ,positive,TwitterFinancialNews,Coca Cola Amatil : APPOINTMENT OF PENELOPE WINN TO COCA-COLA AMATIL BOARD #CocaColaAmatil #Stock #Ma
Coca-Cola brings back CMO role,positive,TwitterFinancialNews,Coca-Cola brings back CMO role
Collection House : Change of Chief Executive Officer #CollectionHouse #Stock #MarketScreener https://t.co/trWIvQWDsC https://t.co/98Bi375rtJ,positive,TwitterFinancialNews,Collection House : Change of Chief Executive Officer #CollectionHouse #Stock #MarketScreener https:/
Credit Suisse CEO Choice Might Not Stem Disputes ,positive,TwitterFinancialNews,Credit Suisse CEO Choice Might Not Stem Disputes 
Credit Suisse CEO Thiam quits after spying scandal,positive,TwitterFinancialNews,Credit Suisse CEO Thiam quits after spying scandal
Credit Suisse CEO Tidjane Thiam Resigns,positive,TwitterFinancialNews,Credit Suisse CEO Tidjane Thiam Resigns
Credit Suisse chairman says many shareholders back board on CEO exit,positive,TwitterFinancialNews,Credit Suisse chairman says many shareholders back board on CEO exit
Credit Suisse Taps First Swiss Chief in Decades Amid Turmoil,positive,TwitterFinancialNews,Credit Suisse Taps First Swiss Chief in Decades Amid Turmoil
Credit Suisse’s Thiam Exits in Shock Reversal After Scandal,positive,TwitterFinancialNews,Credit Suisse’s Thiam Exits in Shock Reversal After Scandal
Credit Suisse's incoming CEO Gottstein looking to grow balance sheet,positive,TwitterFinancialNews,Credit Suisse's incoming CEO Gottstein looking to grow balance sheet
Credit Suisse's new CEO Gottstein seeks growth offensive,positive,TwitterFinancialNews,Credit Suisse's new CEO Gottstein seeks growth offensive
CSA Canadian Securities Administrators : Chinese president meets United Russia party delegation #CSA #Stock… https://t.co/D4awSAOs0c,positive,TwitterFinancialNews,CSA Canadian Securities Administrators : Chinese president meets United Russia party delegation #CSA
CTS : Announces Nomination of Ye Jane Li for Election to its Board of Directors #CTS #Stock #MarketScreener… https://t.co/HLokfkYzD4,positive,TwitterFinancialNews,CTS : Announces Nomination of Ye Jane Li for Election to its Board of Directors #CTS #Stock #MarketS
Cutera names Fuad Ahmad as interim CFO,positive,TwitterFinancialNews,Cutera names Fuad Ahmad as interim CFO
Daseke names Chris Easter as permanent CEO,positive,TwitterFinancialNews,Daseke names Chris Easter as permanent CEO
Davey Promotes Maize to District Manager of Northwest Seattle Office #Stock #MarketScreener https://t.co/Ro21XWvBAf https://t.co/F3pD1oGy2C,positive,TwitterFinancialNews,Davey Promotes Maize to District Manager of Northwest Seattle Office #Stock #MarketScreener https://
"Dürr : Dietmar Heinrich becomes new Chief Financial Officer of Dürr AG, Dr. Jochen Weyrauc... #Dürr #Stock… https://t.co/bYVt41t7wX",positive,TwitterFinancialNews,"Dürr : Dietmar Heinrich becomes new Chief Financial Officer of Dürr AG, Dr. Jochen Weyrauc... #Dürr "
"Dybeck Happe, who joins $GE from A.P Moller-Maersk, the world's biggest container shipping group, will take over fo… https://t.co/vcvvxSpbkP",positive,TwitterFinancialNews,"Dybeck Happe, who joins $GE from A.P Moller-Maersk, the world's biggest container shipping group, wi"
Exclusive: Ryanair marketing chief Kenny Jacobs to leave company https://t.co/nwgXVhuG1c https://t.co/9GGfRVYiTb,positive,TwitterFinancialNews,Exclusive: Ryanair marketing chief Kenny Jacobs to leave company https://t.co/nwgXVhuG1c https://t.c
Facebook just nabbed a major player for its gaming platform as it continues to ramp up efforts to compete in the vi… https://t.co/fyvBOtwb9l,positive,TwitterFinancialNews,Facebook just nabbed a major player for its gaming platform as it continues to ramp up efforts to co
"Fiesta Restaurant Group, Inc. to Appoint Andrew Rechtschaffen to the Board as Independent Director",positive,TwitterFinancialNews,"Fiesta Restaurant Group, Inc. to Appoint Andrew Rechtschaffen to the Board as Independent Director"
"Ford Promotes One President, Loses the Other",positive,TwitterFinancialNews,"Ford Promotes One President, Loses the Other"
"Ford Promotes One President, Loses the Other ",positive,TwitterFinancialNews,"Ford Promotes One President, Loses the Other "
"Ford shakes up top management, promises faster turnaround",positive,TwitterFinancialNews,"Ford shakes up top management, promises faster turnaround"
Ford to name new COO,positive,TwitterFinancialNews,Ford to name new COO
Ford top automotive executive retires in management shake-up,positive,TwitterFinancialNews,Ford top automotive executive retires in management shake-up
GE names Maersk executive as new chief financial officer https://t.co/kMCL6PUoGp,positive,TwitterFinancialNews,GE names Maersk executive as new chief financial officer https://t.co/kMCL6PUoGp
GE taps Maersk's Carolina Dybeck Happe as new CFO https://t.co/crHtfEpBZ0 https://t.co/jfJ0ACpnFS,positive,TwitterFinancialNews,GE taps Maersk's Carolina Dybeck Happe as new CFO https://t.co/crHtfEpBZ0 https://t.co/jfJ0ACpnFS
GEE : Announces Untimely Death of President George A. Bajalia #GEE #Stock #MarketScreener https://t.co/vSKEbo7mwW https://t.co/WQrm5xbNYK,positive,TwitterFinancialNews,GEE : Announces Untimely Death of President George A. Bajalia #GEE #Stock #MarketScreener https://t.
General Announcement::Appointment of Independent Financial Adviser #SingaporeExchange #Stock #MarketScreener… https://t.co/ctgH5oNsJN,positive,TwitterFinancialNews,General Announcement::Appointment of Independent Financial Adviser #SingaporeExchange #Stock #Market
"General Electric has hired Carolina Dybeck Happe as its new finance chief, filling a vital role that will focus on… https://t.co/4xa9EQClTZ",positive,TwitterFinancialNews,"General Electric has hired Carolina Dybeck Happe as its new finance chief, filling a vital role that"
"Ghosn hires CAA founder Michael Ovitz to evaluate film, TV deals https://t.co/QoOiQAauTg",positive,TwitterFinancialNews,"Ghosn hires CAA founder Michael Ovitz to evaluate film, TV deals https://t.co/QoOiQAauTg"
Hamilton Lane bolsters leadership team with trio of appointments,positive,TwitterFinancialNews,Hamilton Lane bolsters leadership team with trio of appointments
Healthcare Distribution Alliance Names Chip Davis President and Chief Executive Officer #Stock #MarketScreener… https://t.co/5eC2kq88Ou,positive,TwitterFinancialNews,Healthcare Distribution Alliance Names Chip Davis President and Chief Executive Officer #Stock #Mark
HSBC holds off on naming permanent CEO,positive,TwitterFinancialNews,HSBC holds off on naming permanent CEO
HSBC ready to replace investing bank chief - FT,positive,TwitterFinancialNews,HSBC ready to replace investing bank chief - FT
HSBC’s top duo put futures on line with radical overhaul https://t.co/DGGmFfOccb,positive,TwitterFinancialNews,HSBC’s top duo put futures on line with radical overhaul https://t.co/DGGmFfOccb
IAA Appoints Gail Evans to Board of Directors,positive,TwitterFinancialNews,IAA Appoints Gail Evans to Board of Directors
Impinj COO stepping down,positive,TwitterFinancialNews,Impinj COO stepping down
INVICTUS ANNOUNCES RESIGNATIONS  https://t.co/Z6p9a8PXtL,positive,TwitterFinancialNews,INVICTUS ANNOUNCES RESIGNATIONS  https://t.co/Z6p9a8PXtL
Iron Road : Resignation as Director #IronRoad #Stock #MarketScreener https://t.co/bwJ4IXyhmm https://t.co/LHvTlEocNR,positive,TwitterFinancialNews,Iron Road : Resignation as Director #IronRoad #Stock #MarketScreener https://t.co/bwJ4IXyhmm https:/
It's Official: Nio Brings Former Auto Analyst Wei Feng On As CFO,positive,TwitterFinancialNews,It's Official: Nio Brings Former Auto Analyst Wei Feng On As CFO
J.B. Hunt CFO steps down,positive,TwitterFinancialNews,J.B. Hunt CFO steps down
Kate Spade Gets New CEO to Lead Turnaround Bid at Handbag Brand,positive,TwitterFinancialNews,Kate Spade Gets New CEO to Lead Turnaround Bid at Handbag Brand
La Jolla Pharmaceutical says CEO George Tidmarsh has left company,positive,TwitterFinancialNews,La Jolla Pharmaceutical says CEO George Tidmarsh has left company
La Jolla Pharmaceutical to initiate executive search,positive,TwitterFinancialNews,La Jolla Pharmaceutical to initiate executive search
Lincoln Minerals : Director Resignation #LincolnMinerals #Stock #MarketScreener https://t.co/pXmTEUfQd5 https://t.co/ywLdXfDZEy,positive,TwitterFinancialNews,Lincoln Minerals : Director Resignation #LincolnMinerals #Stock #MarketScreener https://t.co/pXmTEUf
LISTEN NOW: Ginni Rometty is stepping down as CEO of IBM. Listen and subscribe to the Squawk Pod podcast by... https://t.co/cvN7MjWPt8,positive,TwitterFinancialNews,LISTEN NOW: Ginni Rometty is stepping down as CEO of IBM. Listen and subscribe to the Squawk Pod pod
Lithia Motors names new COO,positive,TwitterFinancialNews,Lithia Motors names new COO
Lumber Liquidators CEO Dennis Knowles resigned,positive,TwitterFinancialNews,Lumber Liquidators CEO Dennis Knowles resigned
Lumber Liquidators names Charles Tyson interim president and principal executive officer,positive,TwitterFinancialNews,Lumber Liquidators names Charles Tyson interim president and principal executive officer
Lumber Liquidators: CEO Knowles duties will be divided between CFO Nancy Walsh and Tyson,positive,TwitterFinancialNews,Lumber Liquidators: CEO Knowles duties will be divided between CFO Nancy Walsh and Tyson
Malaysian Prime Minister Mahathir Mohamad has said the country could soon settle with Goldman Sachs over its role i… https://t.co/NCe8E36JTe,positive,TwitterFinancialNews,Malaysian Prime Minister Mahathir Mohamad has said the country could soon settle with Goldman Sachs 
Maurice Saatchi quits M&C as accounts scandal takes fresh twist https://t.co/po3ciWiqEp,positive,TwitterFinancialNews,Maurice Saatchi quits M&C as accounts scandal takes fresh twist https://t.co/po3ciWiqEp
McDonald's names new international president after executive shake-up https://t.co/MSlpb0gd2e,positive,TwitterFinancialNews,McDonald's names new international president after executive shake-up https://t.co/MSlpb0gd2e
MMG : Resignation of Key Executive and Redesignation as NED #MMG #Stock #MarketScreener https://t.co/w5yviFvX0x https://t.co/lNiNw5zPHR,positive,TwitterFinancialNews,MMG : Resignation of Key Executive and Redesignation as NED #MMG #Stock #MarketScreener https://t.co
MMG : RESIGNATION OF KEY EXECUTIVE AND RE-DESIGNATION AS NON-EXECUTIVE DIRECTOR #MMG #Stock #MarketScreener… https://t.co/PUW0H5DYwd,positive,TwitterFinancialNews,MMG : RESIGNATION OF KEY EXECUTIVE AND RE-DESIGNATION AS NON-EXECUTIVE DIRECTOR #MMG #Stock #MarketS
MMG Consumer Brands Adds CPG Executive Nicole Butera as Product Development Manager,positive,TwitterFinancialNews,MMG Consumer Brands Adds CPG Executive Nicole Butera as Product Development Manager
More Goldman execs head for the exit,positive,TwitterFinancialNews,More Goldman execs head for the exit
Morgan Stanley hires former AIG executive to lead global support centers #economy #MarketScreener… https://t.co/KLxcysRS7n,positive,TwitterFinancialNews,Morgan Stanley hires former AIG executive to lead global support centers #economy #MarketScreener… h
MSC Confirms Soren Toft Will Become Chief Executive Officer,positive,TwitterFinancialNews,MSC Confirms Soren Toft Will Become Chief Executive Officer
Navigator : Changes in the Executive Committee and in the Board of Directors #Navigator #Stock #MarketScreener… https://t.co/wqfcrnIUHh,positive,TwitterFinancialNews,Navigator : Changes in the Executive Committee and in the Board of Directors #Navigator #Stock #Mark
NCLAT Judgement Over Mistry’s Removal As Tata Sons Chairman On Wednesday,positive,TwitterFinancialNews,NCLAT Judgement Over Mistry’s Removal As Tata Sons Chairman On Wednesday
New commercial chief at Ovid,positive,TwitterFinancialNews,New commercial chief at Ovid
New finance chief at Plus Therapeutics,positive,TwitterFinancialNews,New finance chief at Plus Therapeutics
New finance chief for Trimble,positive,TwitterFinancialNews,New finance chief for Trimble
New medical chief at Savara,positive,TwitterFinancialNews,New medical chief at Savara
New Renault CEO de Meo will be much better paid than predecessor https://t.co/6HJ6WDU1f4 https://t.co/iKDjuHKLwr,positive,TwitterFinancialNews,New Renault CEO de Meo will be much better paid than predecessor https://t.co/6HJ6WDU1f4 https://t.c
Norwegian Air finds a new boss,positive,TwitterFinancialNews,Norwegian Air finds a new boss
Old Mutual : Starts 2020 With Two New Senior Appointments #OldMutual #Stock #MarketScreener https://t.co/GkV9wOoONq https://t.co/mQAVdMjNK3,positive,TwitterFinancialNews,Old Mutual : Starts 2020 With Two New Senior Appointments #OldMutual #Stock #MarketScreener https://
Oracle Delays Decision to Replace Mark Hurd,positive,TwitterFinancialNews,Oracle Delays Decision to Replace Mark Hurd
Oracle taking time with Hurd replacement - Bloomberg,positive,TwitterFinancialNews,Oracle taking time with Hurd replacement - Bloomberg
Paige Thomas Appointed President of Saks OFF 5TH,positive,TwitterFinancialNews,Paige Thomas Appointed President of Saks OFF 5TH
Panda Green Energy : APPOINTMENT OF INDEPENDENT FINANCIAL ADVISER #PandaGreenEnergy #Stock #MarketScreener… https://t.co/LD5bQZDVaG,positive,TwitterFinancialNews,Panda Green Energy : APPOINTMENT OF INDEPENDENT FINANCIAL ADVISER #PandaGreenEnergy #Stock #MarketSc
PG&E Appoints Industrial Safety Expert Francisco Benavides as Chief Safety Officer,positive,TwitterFinancialNews,PG&E Appoints Industrial Safety Expert Francisco Benavides as Chief Safety Officer
R&B Debris Names Patrick Dauria General Manager https://t.co/FaHATTzRJS https://t.co/pJyeZ8QLQH,positive,TwitterFinancialNews,R&B Debris Names Patrick Dauria General Manager https://t.co/FaHATTzRJS https://t.co/pJyeZ8QLQH
Red Robin Gourmet Burgers Appoints Allison Page to its Board of Directors,positive,TwitterFinancialNews,Red Robin Gourmet Burgers Appoints Allison Page to its Board of Directors
Renascor Resources : Change of Director's Interest Notice 3Y RK #RenascorResources #Stock #MarketScreener… https://t.co/GhZJcJ7UkK,positive,TwitterFinancialNews,Renascor Resources : Change of Director's Interest Notice 3Y RK #RenascorResources #Stock #MarketScr
"Rent-A-Center Announces New Board Member, Glenn Marino, and Vice President of National Accounts, Paul Hamilton",positive,TwitterFinancialNews,"Rent-A-Center Announces New Board Member, Glenn Marino, and Vice President of National Accounts, Pau"
Rosenberg to Leave Gluskin Sheff to Start Research Firm,positive,TwitterFinancialNews,Rosenberg to Leave Gluskin Sheff to Start Research Firm
Ruling on Ryanair bid to delay COO's easyJet move set for next week,positive,TwitterFinancialNews,Ruling on Ryanair bid to delay COO's easyJet move set for next week
Sberbank of Russia : announces personnel changes to Capital management #SberbankRossii #Stock #MarketScreener… https://t.co/2r1dilueeh,positive,TwitterFinancialNews,Sberbank of Russia : announces personnel changes to Capital management #SberbankRossii #Stock #Marke
Shutterstock names Jarrod Yahes as CFO,positive,TwitterFinancialNews,Shutterstock names Jarrod Yahes as CFO
Simplus Announces Key Hires to Bolster Salesforce Manufacturing Practice  https://t.co/3SuUFlc8hs,positive,TwitterFinancialNews,Simplus Announces Key Hires to Bolster Salesforce Manufacturing Practice  https://t.co/3SuUFlc8hs
SNC-Lavalin selects Bell as new CFO,positive,TwitterFinancialNews,SNC-Lavalin selects Bell as new CFO
SOCi Adds Localized Marketing Pioneer Chad Jordan to the Team,positive,TwitterFinancialNews,SOCi Adds Localized Marketing Pioneer Chad Jordan to the Team
Sports Direct International : Britain's Sports Direct to change name to Frasers Group ...… https://t.co/dgK2Mb3MbE,positive,TwitterFinancialNews,Sports Direct International : Britain's Sports Direct to change name to Frasers Group ...… https://t
Starbuds CEO Brian Ruden Joins Medicine Man Board,positive,TwitterFinancialNews,Starbuds CEO Brian Ruden Joins Medicine Man Board
Stratasys Announces Elchanan (Elan) Jaglom to Step Down as Chairman of the Board of Directors in May,positive,TwitterFinancialNews,Stratasys Announces Elchanan (Elan) Jaglom to Step Down as Chairman of the Board of Directors in May
Stratasys board chairman steps down,positive,TwitterFinancialNews,Stratasys board chairman steps down
Susa Ventures follows double fund close by hiring new partner from First Round Capital,positive,TwitterFinancialNews,Susa Ventures follows double fund close by hiring new partner from First Round Capital
Swiss grain merchant Ameropa picks Bunge executive as next CEO,positive,TwitterFinancialNews,Swiss grain merchant Ameropa picks Bunge executive as next CEO
Synlait Milk : appoints Director Operations #SynlaitMilk #Stock #MarketScreener https://t.co/v0214GXIUv https://t.co/wUBCcwtBg3,positive,TwitterFinancialNews,Synlait Milk : appoints Director Operations #SynlaitMilk #Stock #MarketScreener https://t.co/v0214GX
Tallgrass CEO Departs Amid Blackstone Take-Private Bid,positive,TwitterFinancialNews,Tallgrass CEO Departs Amid Blackstone Take-Private Bid
"Tallgrass Energy CEO Dehaemers departs, succeeded by Moler",positive,TwitterFinancialNews,"Tallgrass Energy CEO Dehaemers departs, succeeded by Moler"
"Tapestry, Inc. Strengthens Leadership Team with Key Executive Appointments",positive,TwitterFinancialNews,"Tapestry, Inc. Strengthens Leadership Team with Key Executive Appointments"
Thiam gets the boot at Credit Suisse,positive,TwitterFinancialNews,Thiam gets the boot at Credit Suisse
Thiam quits as Credit Suisse CEO after spying scandal split,positive,TwitterFinancialNews,Thiam quits as Credit Suisse CEO after spying scandal split
"T-Mobile names Mike Sievert as CEO effective May 1, 2020, replacing John Legere",positive,TwitterFinancialNews,"T-Mobile names Mike Sievert as CEO effective May 1, 2020, replacing John Legere"
"T-Mobile names Mike Sievert CEO effective May 1, 2020",positive,TwitterFinancialNews,"T-Mobile names Mike Sievert CEO effective May 1, 2020"
T-Mobile says CEO John Legere will be replaced next year by Mike Sievert,positive,TwitterFinancialNews,T-Mobile says CEO John Legere will be replaced next year by Mike Sievert
"T-Mobile US says Sievert will replace John Legere whose contract ends April 30, 2020",positive,TwitterFinancialNews,"T-Mobile US says Sievert will replace John Legere whose contract ends April 30, 2020"
T-Mobile's outgoing CEO John Legere says he 'was never having discussions to run WeWork',positive,TwitterFinancialNews,T-Mobile's outgoing CEO John Legere says he 'was never having discussions to run WeWork'
Uber losing Chief Product Officer,positive,TwitterFinancialNews,Uber losing Chief Product Officer
Uber’s chief product officer to step down,positive,TwitterFinancialNews,Uber’s chief product officer to step down
Under Armour announces C-suite hirings,positive,TwitterFinancialNews,Under Armour announces C-suite hirings
UPDATE 1-Commodity group Louis Dreyfus promotes coffee head to COO role in latest reshuffle,positive,TwitterFinancialNews,UPDATE 1-Commodity group Louis Dreyfus promotes coffee head to COO role in latest reshuffle
Veris : Changes to the Board #Veris #Stock #MarketScreener https://t.co/zSz8NkKfWr https://t.co/WzfCKHdCYY,positive,TwitterFinancialNews,Veris : Changes to the Board #Veris #Stock #MarketScreener https://t.co/zSz8NkKfWr https://t.co/WzfC
ViacomCBS named former NBCUniversal executive George Cheeks to lead CBS's broadcasting properties https://t.co/gBTCdbVmcd,positive,TwitterFinancialNews,ViacomCBS named former NBCUniversal executive George Cheeks to lead CBS's broadcasting properties ht
What CEO Tidjane Thiam's Resignation Means for Credit Suisse,positive,TwitterFinancialNews,What CEO Tidjane Thiam's Resignation Means for Credit Suisse
WP Engine nomina Lisa Box Vicepresidentessa senior della divisione Sviluppo aziendale,positive,TwitterFinancialNews,WP Engine nomina Lisa Box Vicepresidentessa senior della divisione Sviluppo aziendale
Wynnchurch follows impressive $2.27bn fund close by hiring industry veteran Bob Linscott,positive,TwitterFinancialNews,Wynnchurch follows impressive $2.27bn fund close by hiring industry veteran Bob Linscott
"XPO announces new CFO, watches for coronoavirus impact https://t.co/NIIZgbPaTB",positive,TwitterFinancialNews,"XPO announces new CFO, watches for coronoavirus impact https://t.co/NIIZgbPaTB"
XPO Logistics Appoints David Wyshner as Chief Financial Officer  https://t.co/242srFqElY,positive,TwitterFinancialNews,XPO Logistics Appoints David Wyshner as Chief Financial Officer  https://t.co/242srFqElY
Yellow Wood names second partner this year with promotion of CFO Pizzi,positive,TwitterFinancialNews,Yellow Wood names second partner this year with promotion of CFO Pizzi
Zee Entertainment’s Subhash Chandra Resigns As Chairman,positive,TwitterFinancialNews,Zee Entertainment’s Subhash Chandra Resigns As Chairman
"Zimbabwe’s Meikles Hotel is getting a new owner, an investment company from Dubai. The 312-room hotel, built in 191… https://t.co/0A9nZ1VnmV",positive,TwitterFinancialNews,"Zimbabwe’s Meikles Hotel is getting a new owner, an investment company from Dubai. The 312-room hote"
$AAPL - Apple Could Still Be In For More Pain. https://t.co/DgJ8CAtumt #finance #business #stockmarket,negative,TwitterFinancialNews,$AAPL - Apple Could Still Be In For More Pain. https://t.co/DgJ8CAtumt #finance #business #stockmark
$AMBA - Ambarella Will Be Hard Pressed To Keep Going At Its Current Pace. Read more: https://t.co/ihnEpI8rfA… https://t.co/JHXvj8hVEm,negative,TwitterFinancialNews,$AMBA - Ambarella Will Be Hard Pressed To Keep Going At Its Current Pace. Read more: https://t.co/ih
$AYX - Alteryx Stock Price: More Downside Before Taking Off. Continue reading: https://t.co/RR0zn7EgmY #business #investing #economy,negative,TwitterFinancialNews,$AYX - Alteryx Stock Price: More Downside Before Taking Off. Continue reading: https://t.co/RR0zn7Eg
$BIL $JPST $VTV - Recession Risk Isn't Off The Table: Adjusting ETF Portfolios Accordingly (Podcast Transcript). Fo… https://t.co/3dcqWSJTnR,negative,TwitterFinancialNews,$BIL $JPST $VTV - Recession Risk Isn't Off The Table: Adjusting ETF Portfolios Accordingly (Podcast 
$BZUN - Baozun: The Pain Does Not Stop Here. Continue reading: https://t.co/5szXiebwEY #trading #stockmarket #markets,negative,TwitterFinancialNews,$BZUN - Baozun: The Pain Does Not Stop Here. Continue reading: https://t.co/5szXiebwEY #trading #sto
$CGC - Canopy Growth: Falling Apart During Leadership Void. Get more info on Seeking Alpha: https://t.co/xK2vMWA8zf… https://t.co/0RjRrtJ2RK,negative,TwitterFinancialNews,$CGC - Canopy Growth: Falling Apart During Leadership Void. Get more info on Seeking Alpha: https://
$COUP - Coupa: Don't Buy Into Expensive Valuation Amid Decelerating Growth. Follow this and any other stock on Seek… https://t.co/hMB6opBASj,negative,TwitterFinancialNews,$COUP - Coupa: Don't Buy Into Expensive Valuation Amid Decelerating Growth. Follow this and any othe
$FB - Cambridge Analytica deceived FB users - FTC https://t.co/0zZzI5P5re,negative,TwitterFinancialNews,$FB - Cambridge Analytica deceived FB users - FTC https://t.co/0zZzI5P5re
"$HD - Despite The Recent Pullback, HD Shares Are Not Yet A Buy. Read more: https://t.co/Fyi7Zct3Hz #investing #markets #finance",negative,TwitterFinancialNews,"$HD - Despite The Recent Pullback, HD Shares Are Not Yet A Buy. Read more: https://t.co/Fyi7Zct3Hz #"
$HP - More Pain In Sight For Helmerich & Payne. Sign up for updates on Seeking Alpha! https://t.co/1ulAmlZQuO #markets #investing #trading,negative,TwitterFinancialNews,$HP - More Pain In Sight For Helmerich & Payne. Sign up for updates on Seeking Alpha! https://t.co/1
$ING - ING May Be Through The Worst Point Of The Cycle. Read more: https://t.co/wTGUTspx6E #stockmarket #economy #investing,negative,TwitterFinancialNews,$ING - ING May Be Through The Worst Point Of The Cycle. Read more: https://t.co/wTGUTspx6E #stockmar
$KHC - Kraft Heinz: Why Dividend Investors Should Not Buy. Subscribe to Seeking Alpha for more:… https://t.co/Fnb5acbvsO,negative,TwitterFinancialNews,$KHC - Kraft Heinz: Why Dividend Investors Should Not Buy. Subscribe to Seeking Alpha for more:… htt
$MJ: Marijuana names mostly underperforming following three straight days of relative outperformance https://t.co/EFLE9ooKYA,negative,TwitterFinancialNews,$MJ: Marijuana names mostly underperforming following three straight days of relative outperformance
$MNI - McClatchy Company Is Headed Towards Restructuring. Read more and sign up for updates:… https://t.co/kYHeV3e8vR,negative,TwitterFinancialNews,$MNI - McClatchy Company Is Headed Towards Restructuring. Read more and sign up for updates:… https:
$NVDA - Nvidia Slowing: Moving To Neutral Rating. Read more and sign up for updates: https://t.co/g5q3ROLEND… https://t.co/UIzng8HS8R,negative,TwitterFinancialNews,$NVDA - Nvidia Slowing: Moving To Neutral Rating. Read more and sign up for updates: https://t.co/g5
$OHI - Sell Omega Healthcare: 50% Downside To Generous NAV Estimate. https://t.co/pERjattFTn #finance #business #trading,negative,TwitterFinancialNews,$OHI - Sell Omega Healthcare: 50% Downside To Generous NAV Estimate. https://t.co/pERjattFTn #financ
"$OMAB - OMAB Hammered As Covid-19 Bites Into Air Travel, But A Possible Contrarian Buy. https://t.co/VV5m6zMU2u #finance #investing #economy",negative,TwitterFinancialNews,"$OMAB - OMAB Hammered As Covid-19 Bites Into Air Travel, But A Possible Contrarian Buy. https://t.co"
$PACB - Pacific Biosciences Still Can't Catch A Break. https://t.co/62uib1ID2Z #trading #economy #business,negative,TwitterFinancialNews,$PACB - Pacific Biosciences Still Can't Catch A Break. https://t.co/62uib1ID2Z #trading #economy #bu
"$PH - After A 20% Gain, Parker-Hannifin Is No Longer Attractive. Follow this and any other stock on Seeking Alpha!… https://t.co/ULf43yNaUz",negative,TwitterFinancialNews,"$PH - After A 20% Gain, Parker-Hannifin Is No Longer Attractive. Follow this and any other stock on "
$PHM - PulteGroup Has Calamity Priced In. https://t.co/xykazR9pO5 #stockmarket #business #finance,negative,TwitterFinancialNews,$PHM - PulteGroup Has Calamity Priced In. https://t.co/xykazR9pO5 #stockmarket #business #finance
$SCANX: Gapping down https://t.co/hv5ZhR20Ye,negative,TwitterFinancialNews,$SCANX: Gapping down https://t.co/hv5ZhR20Ye
$SCANX: Gapping down https://t.co/U2kUSweJOI,negative,TwitterFinancialNews,$SCANX: Gapping down https://t.co/U2kUSweJOI
"$SDRL - Seadrill: Another Debt Restructuring In The Making, But Don't Bet On Bankruptcy This Time. Read more and si… https://t.co/ggd501LE5q",negative,TwitterFinancialNews,"$SDRL - Seadrill: Another Debt Restructuring In The Making, But Don't Bet On Bankruptcy This Time. R"
"$SKT - Tanger: Instead Of Turning Opportunities Into Profit, Risk Was Turned Into High Losses.… https://t.co/Y8rQR2aRII",negative,TwitterFinancialNews,"$SKT - Tanger: Instead Of Turning Opportunities Into Profit, Risk Was Turned Into High Losses.… http"
$SMLP - 5 Reasons To Sell Summit Midstream Partners. Read more and get updates on any stock!… https://t.co/MUFJz0kuhI,negative,TwitterFinancialNews,$SMLP - 5 Reasons To Sell Summit Midstream Partners. Read more and get updates on any stock!… https:
$SQ - Square's Stock May Retest Its Recent Lows. https://t.co/1hlns1ZopL #trading #stockmarket #markets,negative,TwitterFinancialNews,$SQ - Square's Stock May Retest Its Recent Lows. https://t.co/1hlns1ZopL #trading #stockmarket #mark
$SWKS - Skyworks: China Risk Caps Upside. Read more: https://t.co/xkOqpV4cio #stockmarket #stocks #investing,negative,TwitterFinancialNews,$SWKS - Skyworks: China Risk Caps Upside. Read more: https://t.co/xkOqpV4cio #stockmarket #stocks #i
$T - Irrational Market Drops AT&T Because Of Its Most Promising Business. https://t.co/SR7Qd4SEk8 #investing #business #economy,negative,TwitterFinancialNews,$T - Irrational Market Drops AT&T Because Of Its Most Promising Business. https://t.co/SR7Qd4SEk8 #i
$TRQ - Turquoise Hill: Strong Headwinds Ahead Of 2020. https://t.co/hIdbSHXWA7 #trading #business #finance,negative,TwitterFinancialNews,$TRQ - Turquoise Hill: Strong Headwinds Ahead Of 2020. https://t.co/hIdbSHXWA7 #trading #business #f
"$TSLA - Tesla's New Pickup Is Ugly, Sell; Also Week-End Rally Pattern Holding But Weakly. Get more updates here:… https://t.co/5w5TEy85xb",negative,TwitterFinancialNews,"$TSLA - Tesla's New Pickup Is Ugly, Sell; Also Week-End Rally Pattern Holding But Weakly. Get more u"
